shipping_id,order_id,shipping_provider,shipping_status,delivery_days,delivery_priority
736,736,DHL,Delayed,13,Overnight
737,737,FedEx,Delivered,8,Express
738,738,USPS,Delayed,7,Express
739,739,USPS,In Transit,4,Overnight
740,740,FedEx,In Transit,7,Overnight
741,741,FedEx,Delivered,14,Express
742,742,USPS,Delayed,8,Standard
743,743,FedEx,Delayed,1,Standard
744,744,USPS,Returned,9,Express
745,745,DHL,Delivered,12,Express
746,746,UPS,Delivered,12,Overnight
747,747,DHL,Returned,12,Standard
748,748,USPS,In Transit,8,Express
749,749,FedEx,Delivered,13,Standard
750,750,DHL,Delivered,4,Express
751,751,DHL,Delayed,6,Overnight
752,752,DHL,Delivered,8,Express
753,753,FedEx,Delivered,8,Standard
754,754,USPS,Returned,10,Express
755,755,FedEx,In Transit,10,Overnight
756,756,USPS,Delayed,13,Standard
757,757,DHL,Returned,10,Overnight
758,758,UPS,Delayed,9,Overnight
759,759,USPS,In Transit,14,Standard
760,760,USPS,In Transit,12,Standard
761,761,UPS,Returned,1,Express
762,762,FedEx,In Transit,1,Express
763,763,UPS,In Transit,4,Express
764,764,UPS,Delivered,4,Express
765,765,USPS,Returned,2,Express
766,766,DHL,Delivered,2,Express
767,767,USPS,In Transit,8,Standard
768,768,DHL,Delivered,6,Express
769,769,UPS,Delivered,5,Overnight
770,770,DHL,Delayed,13,Express
771,771,UPS,Delayed,14,Express
772,772,UPS,Delivered,14,Overnight
773,773,USPS,Delivered,14,Standard
774,774,USPS,Delayed,1,Overnight
775,775,USPS,Delivered,6,Standard
776,776,FedEx,In Transit,4,Standard
777,777,DHL,In Transit,14,Express
778,778,DHL,Delivered,9,Standard
779,779,FedEx,In Transit,4,Standard
780,780,UPS,Delayed,11,Standard
781,781,USPS,Delivered,7,Standard
782,782,USPS,Delivered,11,Express
783,783,USPS,Delayed,1,Standard
784,784,DHL,Delayed,6,Express
785,785,USPS,In Transit,8,Overnight
786,786,USPS,Delivered,11,Overnight
787,787,FedEx,In Transit,12,Express
788,788,UPS,Returned,12,Standard
789,789,FedEx,Returned,4,Standard
790,790,FedEx,Delayed,6,Standard
791,791,FedEx,Delayed,8,Standard
792,792,UPS,Returned,1,Express
793,793,UPS,Delivered,5,Standard
794,794,UPS,Delayed,2,Express
795,795,UPS,In Transit,10,Standard
796,796,FedEx,Returned,3,Overnight
797,797,FedEx,Delayed,6,Overnight
798,798,USPS,Delayed,7,Express
799,799,DHL,Delivered,14,Express
800,800,USPS,In Transit,5,Express
801,801,DHL,Delivered,6,Express
802,802,DHL,Returned,11,Express
803,803,USPS,Delivered,4,Standard
804,804,DHL,Returned,5,Standard
805,805,FedEx,Delivered,6,Overnight
806,806,DHL,Delayed,6,Express
807,807,UPS,In Transit,8,Standard
808,808,USPS,Delivered,6,Express
809,809,USPS,Returned,12,Overnight
810,810,DHL,Returned,3,Express
811,811,FedEx,Returned,5,Overnight
812,812,USPS,In Transit,4,Overnight
813,813,USPS,Delayed,6,Overnight
814,814,UPS,In Transit,9,Standard
815,815,USPS,Delivered,2,Express
816,816,FedEx,Delayed,14,Express
817,817,USPS,Delayed,10,Overnight
818,818,DHL,In Transit,2,Standard
819,819,FedEx,In Transit,2,Overnight
820,820,USPS,Delivered,8,Standard
821,821,UPS,Returned,2,Express
822,822,DHL,Returned,14,Express
823,823,UPS,Returned,7,Standard
824,824,DHL,In Transit,12,Overnight
825,825,FedEx,Returned,8,Overnight
826,826,USPS,In Transit,2,Express
827,827,FedEx,Delivered,10,Standard
828,828,DHL,Delivered,4,Overnight
829,829,UPS,Delayed,2,Express
830,830,DHL,Delivered,3,Express
831,831,USPS,In Transit,6,Standard
832,832,USPS,Delayed,7,Overnight
833,833,UPS,Delivered,6,Standard
834,834,DHL,In Transit,4,Standard
835,835,USPS,Delayed,2,Express
836,836,USPS,Delivered,12,Express
837,837,UPS,In Transit,8,Express
838,838,FedEx,Delayed,5,Standard
839,839,UPS,Delivered,14,Standard
840,840,DHL,Delivered,11,Express
841,841,USPS,Delivered,3,Standard
842,842,UPS,In Transit,5,Standard
843,843,USPS,In Transit,1,Express
844,844,FedEx,In Transit,11,Express
845,845,DHL,Returned,10,Express
846,846,UPS,Returned,1,Standard
847,847,USPS,In Transit,13,Overnight
848,848,USPS,Delivered,8,Standard
849,849,USPS,Delivered,9,Overnight
850,850,FedEx,Delivered,8,Standard
851,851,FedEx,In Transit,4,Standard
852,852,FedEx,Delivered,9,Express
853,853,USPS,In Transit,13,Standard
854,854,USPS,In Transit,3,Overnight
855,855,USPS,Delivered,2,Overnight
856,856,USPS,In Transit,13,Express
857,857,USPS,Delivered,11,Standard
858,858,FedEx,In Transit,3,Overnight
859,859,UPS,Delivered,6,Standard
860,860,FedEx,Returned,6,Standard
861,861,FedEx,Returned,11,Express
862,862,FedEx,Returned,3,Overnight
863,863,USPS,Delivered,8,Overnight
864,864,DHL,Returned,13,Standard
865,865,DHL,In Transit,8,Standard
866,866,FedEx,Returned,5,Standard
867,867,USPS,In Transit,3,Express
868,868,DHL,Delivered,9,Overnight
869,869,USPS,Delivered,7,Overnight
870,870,UPS,Delayed,13,Standard
871,871,UPS,Delivered,8,Express
872,872,DHL,Delayed,11,Express
873,873,DHL,Returned,1,Standard
874,874,UPS,Delayed,9,Standard
875,875,USPS,Delayed,12,Standard
876,876,FedEx,Delayed,7,Standard
877,877,DHL,Delivered,6,Express
878,878,DHL,Delivered,2,Standard
879,879,UPS,Delayed,3,Express
880,880,FedEx,Delayed,10,Express
881,881,UPS,Delivered,4,Standard
882,882,FedEx,In Transit,12,Overnight
883,883,DHL,Delayed,8,Standard
884,884,USPS,Delivered,6,Express
885,885,DHL,Delivered,8,Overnight
886,886,UPS,Returned,7,Overnight
887,887,FedEx,In Transit,10,Overnight
888,888,FedEx,Returned,6,Overnight
889,889,DHL,Delayed,5,Express
890,890,DHL,Delayed,9,Standard
891,891,USPS,Delivered,9,Express
892,892,USPS,Delayed,6,Overnight
893,893,DHL,Delayed,8,Express
894,894,UPS,Delayed,9,Standard
895,895,USPS,In Transit,7,Standard
896,896,FedEx,In Transit,7,Express
897,897,DHL,Delayed,5,Overnight
898,898,UPS,Delivered,11,Express
899,899,FedEx,Returned,6,Standard
900,900,DHL,Delivered,6,Express
901,901,FedEx,Delayed,14,Standard
902,902,UPS,Returned,6,Express
903,903,DHL,In Transit,5,Standard
904,904,USPS,Delayed,8,Express
905,905,FedEx,Delivered,7,Express
906,906,DHL,In Transit,7,Overnight
907,907,UPS,In Transit,8,Overnight
908,908,FedEx,Delayed,3,Standard
909,909,UPS,Returned,6,Overnight
910,910,USPS,Delayed,9,Standard
911,911,FedEx,Returned,10,Standard
912,912,FedEx,Delivered,6,Overnight
913,913,FedEx,In Transit,2,Standard
914,914,DHL,In Transit,5,Standard
915,915,UPS,Delivered,2,Overnight
916,916,UPS,Delayed,12,Express
917,917,DHL,Delayed,13,Overnight
918,918,DHL,Delivered,1,Express
919,919,USPS,Returned,13,Overnight
920,920,DHL,Delivered,5,Standard
921,921,FedEx,Delivered,1,Standard
922,922,FedEx,Delivered,4,Standard
923,923,DHL,In Transit,14,Standard
924,924,FedEx,Delivered,3,Express
925,925,DHL,In Transit,4,Overnight
926,926,DHL,Delivered,11,Overnight
927,927,UPS,Delayed,1,Overnight
928,928,FedEx,Delayed,6,Standard
929,929,DHL,In Transit,10,Standard
930,930,FedEx,In Transit,2,Overnight
931,931,USPS,Delayed,3,Express
932,932,FedEx,Delivered,11,Overnight
933,933,UPS,Returned,6,Standard
934,934,UPS,In Transit,5,Overnight
935,935,FedEx,In Transit,8,Standard
936,936,USPS,Delivered,14,Express
937,937,UPS,In Transit,10,Standard
938,938,FedEx,In Transit,11,Standard
939,939,UPS,In Transit,6,Express
940,940,UPS,In Transit,8,Standard
941,941,UPS,In Transit,7,Standard
942,942,UPS,In Transit,8,Express
943,943,UPS,Delivered,5,Overnight
944,944,FedEx,In Transit,2,Standard
945,945,UPS,Delayed,10,Express
946,946,USPS,Delayed,13,Standard
947,947,DHL,In Transit,8,Standard
948,948,FedEx,In Transit,7,Overnight
949,949,USPS,In Transit,4,Standard
950,950,USPS,Delayed,10,Overnight
951,951,DHL,Returned,6,Standard
952,952,DHL,Delivered,4,Standard
953,953,USPS,Returned,10,Standard
954,954,DHL,Delivered,10,Overnight
955,955,UPS,Delayed,1,Standard
956,956,USPS,Returned,3,Express
957,957,USPS,Delivered,11,Standard
958,958,DHL,Returned,1,Overnight
959,959,USPS,Delivered,1,Express
960,960,USPS,Delivered,10,Standard
961,961,DHL,Delayed,8,Overnight
962,962,FedEx,Returned,5,Express
963,963,USPS,Returned,5,Express
964,964,UPS,In Transit,9,Overnight
965,965,UPS,In Transit,13,Overnight
966,966,DHL,Delayed,9,Overnight
967,967,DHL,Delayed,12,Express
968,968,FedEx,Delivered,3,Express
969,969,UPS,Returned,3,Overnight
970,970,DHL,In Transit,12,Standard
971,971,FedEx,Delayed,1,Standard
972,972,DHL,Delivered,11,Overnight
973,973,USPS,Delivered,6,Overnight
974,974,UPS,Returned,12,Standard
975,975,UPS,Delayed,2,Standard
976,976,UPS,Delayed,8,Express
977,977,USPS,In Transit,11,Standard
978,978,USPS,Delivered,7,Standard
979,979,UPS,Delayed,3,Express
980,980,UPS,Returned,9,Standard
981,981,USPS,Delayed,4,Express
982,982,UPS,Delayed,7,Overnight
983,983,USPS,Delayed,11,Standard
984,984,UPS,Delivered,9,Express
985,985,DHL,Delayed,9,Standard
986,986,USPS,In Transit,9,Standard
987,987,DHL,Delivered,10,Standard
988,988,UPS,Returned,2,Standard
989,989,USPS,Delayed,2,Overnight
990,990,UPS,In Transit,2,Express
991,991,FedEx,Delayed,13,Overnight
992,992,FedEx,Returned,8,Overnight
993,993,USPS,Returned,7,Standard
994,994,DHL,Delayed,9,Standard
995,995,UPS,Returned,11,Overnight
996,996,UPS,In Transit,6,Express
997,997,UPS,In Transit,3,Standard
998,998,USPS,In Transit,2,Overnight
999,999,USPS,Delayed,9,Overnight
1000,1000,DHL,Delivered,1,Standard
1001,1001,DHL,Delayed,13,Express
1002,1002,UPS,In Transit,7,Express
1003,1003,USPS,Delayed,9,Express
1004,1004,UPS,Delayed,7,Express
1005,1005,USPS,Returned,13,Overnight
1006,1006,FedEx,Delayed,6,Express
1007,1007,UPS,Delayed,2,Standard
1008,1008,DHL,In Transit,12,Standard
1009,1009,FedEx,Delivered,6,Overnight
1010,1010,FedEx,Delivered,2,Overnight
1011,1011,UPS,In Transit,12,Standard
1012,1012,UPS,Delayed,14,Express
1013,1013,DHL,Returned,5,Express
1014,1014,FedEx,Returned,6,Overnight
1015,1015,UPS,In Transit,6,Overnight
1016,1016,UPS,Returned,13,Overnight
1017,1017,USPS,Returned,11,Overnight
1018,1018,FedEx,Returned,2,Standard
1019,1019,DHL,In Transit,9,Express
1020,1020,UPS,Delivered,4,Express
1021,1021,FedEx,Returned,8,Overnight
1022,1022,USPS,Returned,14,Overnight
1023,1023,UPS,Delayed,11,Express
1024,1024,DHL,Delayed,9,Express
1025,1025,FedEx,Delayed,3,Standard
1026,1026,DHL,Returned,3,Express
1027,1027,USPS,In Transit,14,Standard
1028,1028,USPS,Delivered,6,Express
1029,1029,UPS,Delayed,2,Express
1030,1030,DHL,Delayed,1,Overnight
1031,1031,USPS,Delayed,13,Overnight
1032,1032,FedEx,Delivered,13,Overnight
1033,1033,DHL,In Transit,5,Standard
1034,1034,FedEx,Delivered,4,Overnight
1035,1035,DHL,In Transit,4,Express
1036,1036,USPS,Returned,6,Express
1037,1037,UPS,Returned,2,Express
1038,1038,UPS,In Transit,4,Overnight
1039,1039,DHL,Delayed,11,Standard
1040,1040,USPS,Delivered,7,Standard
1041,1041,DHL,Delayed,12,Express
1042,1042,USPS,Returned,3,Overnight
1043,1043,UPS,Returned,14,Overnight
1044,1044,DHL,Delayed,11,Express
1045,1045,UPS,Returned,4,Overnight
1046,1046,UPS,Returned,6,Overnight
1047,1047,UPS,Returned,6,Standard
1048,1048,USPS,Returned,14,Overnight
1049,1049,DHL,Returned,4,Overnight
1050,1050,DHL,Returned,2,Overnight
1051,1051,FedEx,Delayed,12,Overnight
1052,1052,USPS,Returned,10,Overnight
1053,1053,DHL,Delayed,5,Express
1054,1054,UPS,Delayed,4,Standard
1055,1055,USPS,In Transit,11,Overnight
1056,1056,UPS,Returned,7,Express
1057,1057,DHL,Returned,6,Overnight
1058,1058,DHL,In Transit,4,Standard
1059,1059,USPS,In Transit,10,Express
1060,1060,UPS,In Transit,4,Standard
1061,1061,USPS,Delayed,3,Overnight
1062,1062,FedEx,Returned,10,Express
1063,1063,FedEx,Delivered,9,Express
1064,1064,USPS,Delayed,7,Standard
1065,1065,DHL,Returned,13,Overnight
1066,1066,DHL,Delivered,12,Overnight
1067,1067,FedEx,Returned,1,Standard
1068,1068,DHL,Delayed,2,Overnight
1069,1069,USPS,Returned,3,Express
1070,1070,FedEx,Delivered,13,Express
1071,1071,USPS,Delayed,11,Overnight
1072,1072,USPS,Delivered,4,Standard
1073,1073,USPS,Delivered,11,Overnight
1074,1074,DHL,In Transit,10,Standard
1075,1075,UPS,Delayed,9,Standard
1076,1076,UPS,Delayed,13,Express
1077,1077,UPS,Delivered,11,Standard
1078,1078,UPS,Delivered,13,Standard
1079,1079,DHL,In Transit,14,Standard
1080,1080,USPS,Delayed,12,Standard
1081,1081,USPS,Delayed,5,Overnight
1082,1082,DHL,Returned,12,Overnight
1083,1083,UPS,Delivered,8,Overnight
1084,1084,USPS,Returned,7,Express
1085,1085,FedEx,Returned,1,Overnight
1086,1086,USPS,Delivered,9,Express
1087,1087,DHL,Returned,9,Overnight
1088,1088,USPS,In Transit,9,Overnight
1089,1089,DHL,Delivered,9,Standard
1090,1090,USPS,Returned,12,Overnight
1091,1091,UPS,Returned,8,Express
1092,1092,USPS,Delayed,3,Overnight
1093,1093,FedEx,Delivered,12,Express
1094,1094,DHL,Delivered,8,Standard
1095,1095,UPS,Delayed,3,Standard
1096,1096,FedEx,In Transit,4,Express
1097,1097,UPS,Delayed,11,Express
1098,1098,USPS,Delayed,11,Standard
1099,1099,FedEx,In Transit,7,Standard
1100,1100,DHL,Delayed,14,Express
1101,1101,DHL,Delivered,5,Overnight
1102,1102,FedEx,Delayed,1,Express
1103,1103,USPS,Delayed,4,Express
1104,1104,UPS,Delayed,3,Overnight
1105,1105,FedEx,Delayed,8,Express
1106,1106,FedEx,Returned,5,Express
1107,1107,DHL,Delayed,4,Overnight
1108,1108,USPS,Delivered,3,Standard
1109,1109,FedEx,Returned,4,Standard
1110,1110,UPS,Delayed,2,Express
1111,1111,UPS,In Transit,9,Express
1112,1112,FedEx,Delayed,11,Overnight
1113,1113,DHL,Returned,7,Overnight
1114,1114,DHL,Delivered,2,Express
1115,1115,FedEx,Delayed,1,Overnight
1116,1116,DHL,Returned,12,Standard
1117,1117,USPS,In Transit,1,Overnight
1118,1118,FedEx,In Transit,14,Standard
1119,1119,FedEx,Delivered,12,Overnight
1120,1120,FedEx,Returned,6,Standard
1121,1121,USPS,Delayed,5,Express
1122,1122,USPS,Delivered,10,Express
1123,1123,UPS,Returned,13,Express
1124,1124,USPS,Delivered,5,Overnight
1125,1125,FedEx,Returned,10,Standard
1126,1126,FedEx,Delayed,3,Standard
1127,1127,USPS,In Transit,7,Overnight
1128,1128,UPS,Delayed,4,Standard
1129,1129,FedEx,In Transit,2,Standard
1130,1130,USPS,Returned,9,Express
1131,1131,UPS,Delivered,10,Overnight
1132,1132,USPS,Delivered,1,Overnight
1133,1133,DHL,In Transit,10,Express
1134,1134,USPS,Delivered,7,Overnight
1135,1135,DHL,Returned,10,Overnight
1136,1136,FedEx,Returned,6,Overnight
1137,1137,UPS,Returned,1,Express
1138,1138,FedEx,Returned,11,Express
1139,1139,FedEx,Delivered,4,Express
1140,1140,DHL,In Transit,6,Express
1141,1141,DHL,Delayed,12,Express
1142,1142,USPS,Returned,4,Overnight
1143,1143,USPS,Returned,11,Express
1144,1144,USPS,In Transit,3,Overnight
1145,1145,UPS,Delayed,10,Express
1146,1146,USPS,In Transit,7,Express
1147,1147,DHL,In Transit,10,Overnight
1148,1148,FedEx,Delayed,7,Standard
1149,1149,FedEx,Delayed,6,Express
1150,1150,UPS,In Transit,3,Overnight
1151,1151,DHL,Delayed,13,Express
1152,1152,DHL,Delayed,5,Standard
1153,1153,UPS,Returned,14,Express
1154,1154,DHL,Returned,7,Standard
1155,1155,USPS,Delayed,12,Standard
1156,1156,UPS,In Transit,1,Overnight
1157,1157,DHL,Delivered,11,Express
1158,1158,DHL,Delivered,13,Overnight
1159,1159,FedEx,Returned,2,Overnight
1160,1160,UPS,Delayed,8,Express
1161,1161,USPS,In Transit,7,Overnight
1162,1162,UPS,Delayed,11,Overnight
1163,1163,UPS,In Transit,12,Overnight
1164,1164,UPS,Delayed,3,Standard
1165,1165,DHL,In Transit,9,Express
1166,1166,FedEx,In Transit,13,Standard
1167,1167,USPS,In Transit,6,Overnight
1168,1168,USPS,In Transit,12,Standard
1169,1169,FedEx,Returned,10,Overnight
1170,1170,FedEx,In Transit,5,Express
1171,1171,USPS,In Transit,5,Overnight
1172,1172,USPS,Returned,9,Standard
1173,1173,USPS,In Transit,5,Standard
1174,1174,DHL,In Transit,13,Standard
1175,1175,UPS,Delivered,8,Overnight
1176,1176,UPS,Returned,1,Express
1177,1177,FedEx,Returned,14,Overnight
1178,1178,UPS,Returned,13,Overnight
1179,1179,DHL,In Transit,13,Overnight
1180,1180,USPS,Delayed,5,Express
1181,1181,FedEx,Delayed,10,Express
1182,1182,FedEx,Delivered,2,Overnight
1183,1183,DHL,Returned,8,Overnight
1184,1184,DHL,Delayed,4,Standard
1185,1185,DHL,Returned,13,Express
1186,1186,DHL,In Transit,11,Express
1187,1187,DHL,Delayed,5,Overnight
1188,1188,DHL,Delayed,13,Overnight
1189,1189,DHL,In Transit,1,Overnight
1190,1190,FedEx,In Transit,9,Express
1191,1191,USPS,Returned,5,Express
1192,1192,UPS,In Transit,10,Standard
1193,1193,USPS,Delayed,11,Standard
1194,1194,UPS,Delayed,5,Express
1195,1195,FedEx,Delayed,11,Express
1196,1196,DHL,In Transit,12,Overnight
1197,1197,UPS,Delivered,9,Overnight
1198,1198,DHL,In Transit,5,Overnight
1199,1199,DHL,Returned,13,Standard
1200,1200,FedEx,In Transit,6,Standard
1201,1201,FedEx,Delivered,4,Standard
1202,1202,USPS,Delivered,13,Standard
1203,1203,DHL,In Transit,10,Overnight
1204,1204,UPS,In Transit,2,Overnight
1205,1205,USPS,Delayed,9,Express
1206,1206,FedEx,Delayed,4,Overnight
1207,1207,USPS,In Transit,14,Overnight
1208,1208,USPS,Delivered,13,Express
1209,1209,DHL,Delivered,14,Overnight
1210,1210,FedEx,In Transit,6,Standard
1211,1211,UPS,In Transit,7,Express
1212,1212,FedEx,Delayed,10,Overnight
1213,1213,FedEx,In Transit,4,Overnight
1214,1214,USPS,Delivered,14,Overnight
1215,1215,USPS,In Transit,6,Overnight
1216,1216,USPS,Returned,6,Overnight
1217,1217,USPS,In Transit,3,Overnight
1218,1218,USPS,Returned,5,Express
1219,1219,FedEx,Delivered,8,Standard
1220,1220,DHL,Delayed,13,Express
1221,1221,USPS,Delivered,9,Standard
1222,1222,FedEx,In Transit,13,Standard
1223,1223,DHL,Delayed,6,Express
1224,1224,FedEx,Delayed,12,Express
1225,1225,USPS,Delivered,13,Express
1226,1226,UPS,In Transit,12,Express
1227,1227,FedEx,In Transit,4,Overnight
1228,1228,UPS,In Transit,13,Standard
1229,1229,USPS,In Transit,5,Overnight
1230,1230,UPS,Delivered,2,Express
1231,1231,UPS,Delayed,6,Express
1232,1232,UPS,Delayed,5,Standard
1233,1233,DHL,In Transit,1,Express
1234,1234,FedEx,Delivered,4,Standard
1235,1235,UPS,In Transit,11,Overnight
1236,1236,DHL,Delayed,6,Standard
1237,1237,UPS,Delivered,9,Express
1238,1238,DHL,Returned,4,Express
1239,1239,FedEx,Returned,11,Standard
1240,1240,DHL,Delivered,4,Express
1241,1241,UPS,Delayed,5,Express
1242,1242,FedEx,Delayed,11,Overnight
1243,1243,FedEx,Delivered,6,Express
1244,1244,DHL,Returned,12,Overnight
1245,1245,UPS,In Transit,3,Standard
1246,1246,DHL,Delivered,6,Standard
1247,1247,USPS,Delivered,2,Express
1248,1248,DHL,Returned,12,Express
1249,1249,UPS,In Transit,4,Express
1250,1250,USPS,Delayed,9,Express
1251,1251,USPS,Delivered,10,Overnight
1252,1252,UPS,Delayed,14,Express
1253,1253,FedEx,Returned,2,Express
1254,1254,USPS,In Transit,1,Standard
1255,1255,UPS,Delayed,7,Express
1256,1256,UPS,Delayed,9,Standard
1257,1257,UPS,Delayed,11,Overnight
1258,1258,DHL,Returned,6,Standard
1259,1259,FedEx,In Transit,7,Overnight
1260,1260,DHL,Delayed,8,Overnight
1261,1261,DHL,Returned,11,Overnight
1262,1262,UPS,In Transit,12,Express
1263,1263,FedEx,Delivered,7,Express
1264,1264,USPS,Returned,3,Express
1265,1265,UPS,Returned,11,Standard
1266,1266,USPS,In Transit,1,Express
1267,1267,USPS,In Transit,5,Standard
1268,1268,DHL,Delayed,11,Standard
1269,1269,FedEx,Delayed,14,Express
1270,1270,USPS,Delivered,3,Express
1271,1271,DHL,Returned,12,Express
1272,1272,USPS,In Transit,13,Standard
1273,1273,DHL,Returned,14,Standard
1274,1274,DHL,In Transit,3,Overnight
1275,1275,USPS,In Transit,13,Express
1276,1276,UPS,Returned,8,Standard
1277,1277,UPS,Returned,1,Overnight
1278,1278,USPS,Returned,11,Standard
1279,1279,USPS,Returned,14,Express
1280,1280,UPS,Returned,12,Overnight
1281,1281,DHL,Delivered,14,Express
1282,1282,DHL,Delayed,4,Overnight
1283,1283,UPS,Returned,11,Standard
1284,1284,USPS,Returned,6,Standard
1285,1285,DHL,Delayed,1,Overnight
1286,1286,DHL,Delivered,14,Standard
1287,1287,USPS,Returned,2,Overnight
1288,1288,DHL,Delivered,11,Overnight
1289,1289,UPS,In Transit,8,Standard
1290,1290,DHL,Delayed,9,Standard
1291,1291,USPS,Delivered,1,Express
1292,1292,USPS,Delivered,12,Standard
1293,1293,USPS,Returned,8,Standard
1294,1294,DHL,In Transit,4,Overnight
1295,1295,UPS,Delivered,12,Express
1296,1296,UPS,Delayed,12,Standard
1297,1297,UPS,Delivered,1,Standard
1298,1298,DHL,Delayed,14,Overnight
1299,1299,UPS,Delayed,7,Overnight
1300,1300,FedEx,Delivered,4,Standard
1301,1301,FedEx,In Transit,14,Overnight
1302,1302,USPS,Delayed,9,Express
1303,1303,FedEx,Delivered,5,Overnight
1304,1304,FedEx,Delivered,8,Standard
1305,1305,USPS,In Transit,2,Express
1306,1306,DHL,In Transit,7,Express
1307,1307,UPS,In Transit,14,Standard
1308,1308,DHL,Delayed,10,Standard
1309,1309,DHL,In Transit,3,Express
1310,1310,UPS,Returned,9,Overnight
1311,1311,FedEx,In Transit,1,Overnight
1312,1312,DHL,Returned,4,Express
1313,1313,FedEx,Delivered,2,Express
1314,1314,UPS,Returned,4,Express
1315,1315,FedEx,Delivered,10,Standard
1316,1316,DHL,In Transit,2,Express
1317,1317,DHL,Delivered,8,Express
1318,1318,USPS,In Transit,5,Standard
1319,1319,UPS,Delivered,10,Overnight
1320,1320,DHL,Delivered,3,Overnight
1321,1321,USPS,Delivered,12,Overnight
1322,1322,UPS,Returned,13,Express
1323,1323,FedEx,In Transit,7,Express
1324,1324,UPS,Delivered,8,Overnight
1325,1325,USPS,Returned,12,Standard
1326,1326,UPS,Delayed,2,Standard
1327,1327,FedEx,Returned,3,Express
1328,1328,FedEx,In Transit,11,Overnight
1329,1329,DHL,Delivered,5,Express
1330,1330,DHL,Delivered,7,Overnight
1331,1331,DHL,In Transit,5,Standard
1332,1332,FedEx,Delayed,9,Standard
1333,1333,FedEx,Returned,10,Express
1334,1334,UPS,Returned,6,Standard
1335,1335,FedEx,In Transit,1,Express
1336,1336,USPS,In Transit,7,Standard
1337,1337,DHL,Returned,5,Express
1338,1338,UPS,Returned,3,Standard
1339,1339,UPS,Returned,13,Standard
1340,1340,FedEx,Delivered,14,Overnight
1341,1341,DHL,Returned,10,Express
1342,1342,DHL,Returned,6,Standard
1343,1343,DHL,In Transit,14,Express
1344,1344,UPS,Delayed,3,Express
1345,1345,USPS,Delayed,9,Standard
1346,1346,FedEx,Returned,12,Standard
1347,1347,USPS,Returned,10,Express
1348,1348,UPS,Delivered,2,Express
1349,1349,UPS,In Transit,1,Standard
1350,1350,USPS,Delivered,5,Overnight
1351,1351,FedEx,Delivered,9,Express
1352,1352,UPS,Returned,1,Standard
1353,1353,FedEx,In Transit,13,Standard
1354,1354,UPS,Delivered,4,Express
1355,1355,DHL,Delayed,6,Standard
1356,1356,UPS,Delivered,6,Express
1357,1357,UPS,Delayed,9,Express
1358,1358,DHL,Returned,6,Overnight
1359,1359,DHL,Returned,12,Standard
1360,1360,USPS,Delayed,13,Express
1361,1361,DHL,Returned,13,Overnight
1362,1362,UPS,Returned,10,Standard
1363,1363,USPS,Returned,7,Standard
1364,1364,FedEx,Delayed,9,Overnight
1365,1365,USPS,Delivered,2,Overnight
1366,1366,FedEx,In Transit,14,Standard
1367,1367,UPS,In Transit,4,Express
1368,1368,FedEx,Returned,9,Overnight
1369,1369,FedEx,Delayed,4,Express
1370,1370,FedEx,In Transit,9,Overnight
1371,1371,USPS,Delayed,1,Standard
1372,1372,UPS,In Transit,1,Standard
1373,1373,UPS,Delayed,1,Overnight
1374,1374,UPS,Delivered,13,Express
1375,1375,UPS,Delivered,4,Overnight
1376,1376,DHL,In Transit,13,Express
1377,1377,FedEx,Delayed,12,Overnight
1378,1378,FedEx,Delivered,1,Standard
1379,1379,USPS,In Transit,6,Standard
1380,1380,UPS,Delayed,1,Overnight
1381,1381,FedEx,In Transit,14,Overnight
1382,1382,DHL,Delayed,3,Express
1383,1383,DHL,Delayed,7,Overnight
1384,1384,DHL,In Transit,13,Express
1385,1385,FedEx,Delayed,1,Overnight
1386,1386,UPS,Returned,12,Overnight
1387,1387,DHL,Delivered,11,Standard
1388,1388,DHL,Delayed,3,Overnight
1389,1389,UPS,Returned,8,Overnight
1390,1390,FedEx,In Transit,2,Express
1391,1391,DHL,In Transit,14,Express
1392,1392,DHL,In Transit,12,Overnight
1393,1393,DHL,Delayed,11,Overnight
1394,1394,USPS,In Transit,1,Overnight
1395,1395,DHL,In Transit,3,Overnight
1396,1396,USPS,Delayed,14,Overnight
1397,1397,UPS,Returned,7,Express
1398,1398,FedEx,Delayed,12,Overnight
1399,1399,UPS,Returned,2,Overnight
1400,1400,DHL,In Transit,5,Overnight
1401,1401,UPS,Delivered,3,Overnight
1402,1402,UPS,Delayed,9,Overnight
1403,1403,FedEx,Delayed,10,Overnight
1404,1404,FedEx,Delivered,9,Express
1405,1405,DHL,Returned,2,Express
1406,1406,DHL,Returned,6,Express
1407,1407,DHL,In Transit,7,Overnight
1408,1408,UPS,Delivered,6,Express
1409,1409,USPS,Delivered,3,Overnight
1410,1410,UPS,In Transit,9,Standard
1411,1411,DHL,Delivered,6,Express
1412,1412,FedEx,Returned,4,Express
1413,1413,UPS,In Transit,11,Standard
1414,1414,DHL,Returned,13,Overnight
1415,1415,USPS,Delayed,2,Standard
1416,1416,FedEx,Delivered,9,Express
1417,1417,DHL,Delayed,10,Overnight
1418,1418,UPS,Delayed,11,Express
1419,1419,DHL,In Transit,8,Overnight
1420,1420,USPS,Delayed,7,Overnight
1421,1421,USPS,Delayed,7,Express
1422,1422,FedEx,Delayed,12,Overnight
1423,1423,FedEx,Delivered,6,Standard
1424,1424,USPS,In Transit,7,Overnight
1425,1425,DHL,Delayed,5,Overnight
