order_id,customer_id,product_id,order_date,order_status,quantity,discount,shipping_cost,payment_method,order_value
756,99,31,2025-04-29,Cancelled,1,0.22,5.46,PayPal,790.16
757,3862,29,2024-07-14,Pending,5,0.27,4.49,Credit Card,86.42
758,1772,76,2023-12-25,Shipped,2,0.28,0.88,PayPal,109.43
759,1411,10,2023-06-05,Shipped,5,0.06,2.17,Bank Transfer,93.43
760,3309,9,2023-10-19,Shipped,3,0.09,1.5,PayPal,457.56
761,807,99,2024-10-24,Pending,1,0.03,13.82,Bank Transfer,56.29
762,4442,11,2024-05-22,Cancelled,5,0.07,7.08,Bank Transfer,105.3
763,318,44,2023-07-11,Cancelled,3,0.05,3.4,Credit Card,980.05
764,4938,14,2024-02-06,Delivered,1,0.1,8.33,PayPal,570.47
765,623,61,2023-08-08,Cancelled,1,0.15,3.76,Credit Card,747.17
766,835,96,2024-09-06,Shipped,3,0.03,0.39,PayPal,475.31
767,2343,69,2025-01-17,Cancelled,1,0.04,3.44,Bank Transfer,312.96
768,2796,95,2024-08-13,Cancelled,2,0.2,5.01,Credit Card,593.37
769,4550,94,2025-04-18,Pending,2,0.27,9.23,PayPal,628.72
770,2858,50,2024-04-20,Shipped,3,0.24,13.12,Credit Card,833.37
771,4413,92,2025-03-30,Pending,2,0.18,8.25,Credit Card,148.64
772,667,35,2024-07-07,Delivered,2,0.01,12.24,Bank Transfer,997.56
773,3339,21,2023-05-15,Delivered,3,0.02,12.74,Bank Transfer,24.07
774,775,11,2024-12-16,Delivered,1,0.03,19.27,Credit Card,365.89
775,1362,99,2024-01-22,Cancelled,2,0.01,3.04,Credit Card,466.36
776,4509,59,2024-09-19,Pending,5,0.15,19.41,PayPal,93.04
777,4060,51,2024-08-22,Pending,1,0.27,0.19,Credit Card,423.28
778,2207,35,2023-07-23,Shipped,3,0.19,2.69,Bank Transfer,570.74
779,1703,96,2024-01-29,Cancelled,2,0.07,9.49,Credit Card,244.34
780,3071,66,2023-05-29,Shipped,2,0.12,7.25,Bank Transfer,362.97
781,1008,3,2023-06-26,Delivered,4,0.16,8.84,PayPal,673.68
782,4645,1,2023-09-04,Cancelled,1,0.25,17.38,Bank Transfer,308.31
783,3578,28,2023-12-10,Delivered,5,0.23,17.24,PayPal,745.98
784,288,25,2024-03-10,Delivered,5,0.23,8.43,Bank Transfer,408.46
785,915,71,2024-10-17,Cancelled,4,0.29,16.46,Bank Transfer,197.29
786,3663,43,2023-07-29,Pending,4,0.17,17.89,PayPal,102.39
787,4878,5,2024-02-12,Cancelled,1,0.18,9.33,Credit Card,219.46
788,4064,41,2023-09-09,Delivered,2,0.12,15.96,Credit Card,30.25
789,1379,61,2023-09-15,Cancelled,2,0.08,11.04,Bank Transfer,939.11
790,3448,27,2023-08-18,Shipped,2,0.12,8.3,PayPal,463.77
791,758,15,2023-08-30,Cancelled,5,0.1,18.38,PayPal,114.44
792,2208,22,2024-08-10,Shipped,3,0.02,6.76,Bank Transfer,543.94
793,4910,97,2025-04-06,Pending,4,0.07,4.44,PayPal,661.62
794,2406,26,2024-07-11,Delivered,4,0.03,13.82,Credit Card,316.22
795,140,61,2024-01-03,Pending,1,0.03,4.5,Bank Transfer,293.57
796,1354,25,2024-09-11,Shipped,3,0.15,4.55,PayPal,368.25
797,2724,33,2024-06-14,Cancelled,1,0.29,0.82,PayPal,24.37
798,4447,15,2023-06-15,Delivered,1,0.18,8.24,PayPal,205.47
799,2740,95,2023-06-04,Shipped,5,0.07,2.73,Credit Card,295.94
800,2239,11,2023-10-30,Pending,4,0.26,2.85,Bank Transfer,645.05
801,4719,10,2024-06-18,Pending,3,0.19,4.25,Bank Transfer,973.29
802,4015,7,2023-10-25,Pending,3,0.28,1.51,Bank Transfer,222.75
803,1617,23,2025-02-22,Cancelled,1,0.3,7.6,Credit Card,517.57
804,4956,65,2025-05-02,Delivered,4,0.13,8.27,Credit Card,349.25
805,3680,26,2025-05-02,Delivered,1,0.11,8.35,Bank Transfer,858.2
806,4657,50,2025-03-05,Cancelled,4,0.04,5.25,PayPal,567.29
807,1616,26,2024-02-16,Shipped,3,0.12,4.41,Bank Transfer,426.03
808,4095,74,2024-09-21,Delivered,1,0.24,12.59,Credit Card,876.72
809,581,92,2023-08-19,Delivered,3,0.2,12.61,Bank Transfer,455.35
810,604,15,2024-04-30,Delivered,5,0.07,0.12,PayPal,859.11
811,2292,16,2023-05-19,Cancelled,1,0.13,14.07,Bank Transfer,87.37
812,2007,12,2024-03-27,Delivered,5,0.27,6.67,Bank Transfer,32.93
813,3943,69,2023-06-28,Pending,4,0.25,12.84,PayPal,84.5
814,2845,39,2023-08-02,Delivered,3,0.19,12.48,Credit Card,194.32
815,2044,51,2024-06-28,Shipped,4,0.12,5.41,Bank Transfer,71.83
816,766,89,2024-12-12,Shipped,3,0.19,13.82,Credit Card,967.06
817,2668,19,2024-07-26,Shipped,1,0.17,14.1,Bank Transfer,595.9
818,3943,13,2025-02-09,Delivered,2,0.23,6.12,PayPal,705.16
819,1125,87,2024-08-29,Delivered,1,0.17,12.76,Credit Card,41.17
820,2748,30,2024-09-23,Cancelled,3,0.13,1.46,Credit Card,735.74
821,4372,100,2024-03-01,Cancelled,1,0.23,9.93,Bank Transfer,372.98
822,4617,86,2024-03-24,Cancelled,3,0.06,8.1,PayPal,232.34
823,1565,46,2023-09-23,Shipped,3,0.1,7.24,Bank Transfer,252.49
824,4055,70,2024-10-18,Pending,4,0.11,0.93,PayPal,425.33
825,1139,83,2025-02-07,Pending,5,0.04,4.87,PayPal,334.97
826,2780,98,2023-09-04,Delivered,4,0.18,7.25,PayPal,815.78
827,1749,45,2023-11-07,Cancelled,1,0.28,12.2,Bank Transfer,589.77
828,902,49,2025-02-23,Cancelled,3,0.01,11.52,PayPal,892.77
829,1745,91,2024-11-12,Cancelled,1,0.25,11.81,Bank Transfer,833.65
830,3102,69,2024-09-11,Cancelled,4,0.05,12.58,Credit Card,667.4
831,3739,50,2023-12-07,Delivered,3,0.19,0.52,Bank Transfer,464.67
832,1198,3,2023-08-24,Pending,1,0.29,4.42,Credit Card,591.13
833,3870,9,2023-08-28,Shipped,1,0.3,16.82,Bank Transfer,98.89
834,2130,24,2024-12-14,Pending,5,0.25,13.13,PayPal,891.3
835,87,50,2023-11-09,Delivered,5,0.16,1.3,PayPal,162.18
836,237,7,2023-09-14,Shipped,5,0.14,16.2,Bank Transfer,573.67
837,1688,23,2024-06-17,Shipped,5,0.24,7.85,Bank Transfer,426.83
838,1155,57,2024-05-13,Pending,2,0.15,14.69,Bank Transfer,102.69
839,1993,63,2024-09-29,Cancelled,5,0.2,13.14,PayPal,988.59
840,2668,13,2023-11-18,Cancelled,4,0.21,5.77,Credit Card,775.43
841,1903,98,2024-08-10,Shipped,4,0.08,9.21,Credit Card,674.59
842,1562,42,2023-11-03,Shipped,4,0.04,16.21,PayPal,925.31
843,3635,20,2023-10-15,Pending,5,0.21,1.5,Bank Transfer,188.28
844,2382,16,2023-08-06,Delivered,1,0.07,9.84,Credit Card,695.32
845,3882,47,2023-08-26,Delivered,1,0.1,3.58,Credit Card,289.14
846,4099,85,2024-05-18,Delivered,2,0.07,8.45,Credit Card,317.52
847,3430,99,2024-02-09,Pending,4,0.22,0.1,PayPal,940.4
848,1954,26,2025-01-26,Pending,2,0.02,4.5,Credit Card,696.08
849,2502,88,2024-01-21,Delivered,4,0.17,12.43,Credit Card,763.04
850,1937,86,2025-02-17,Pending,2,0.22,2.36,Credit Card,142.07
851,3076,82,2023-07-02,Shipped,3,0.06,5.62,Bank Transfer,329.7
852,675,37,2025-04-12,Shipped,1,0.26,7.62,PayPal,906.16
853,1300,92,2023-07-11,Delivered,4,0.13,1.65,Credit Card,757.95
854,572,39,2024-01-30,Shipped,2,0.28,3.05,PayPal,528.04
855,3180,15,2025-04-11,Pending,3,0.18,18.91,Bank Transfer,319.98
856,2802,29,2024-12-10,Pending,2,0.21,9.15,PayPal,467.78
857,660,12,2023-06-02,Cancelled,2,0.18,3.03,Credit Card,930.13
858,68,39,2025-01-25,Pending,3,0.13,15.79,Credit Card,680.46
859,255,79,2023-08-22,Delivered,3,0.17,13.74,Credit Card,128.24
860,1148,66,2024-12-12,Shipped,4,0.16,16.57,Credit Card,484.05
861,3119,90,2023-05-13,Shipped,4,0.02,9.01,PayPal,33.43
862,2368,3,2024-09-17,Delivered,5,0.01,3.04,Credit Card,537.07
863,3445,82,2025-01-13,Pending,1,0.05,5.38,Credit Card,284.49
864,1604,63,2023-07-05,Delivered,2,0.02,1.39,PayPal,351.71
865,4195,45,2024-06-26,Pending,4,0.1,19.87,Credit Card,300.53
866,3675,31,2024-07-28,Pending,5,0.24,16.78,PayPal,810.78
867,881,80,2024-02-17,Pending,5,0.07,11.53,PayPal,383.67
868,748,1,2025-03-30,Pending,2,0.21,0.64,Bank Transfer,405.88
869,4413,21,2024-12-31,Shipped,3,0.19,4.41,PayPal,755.24
870,1331,54,2024-04-23,Shipped,2,0.04,0.51,Bank Transfer,107.35
871,945,27,2024-04-16,Delivered,4,0.17,4.24,PayPal,406.16
872,2930,77,2024-06-22,Shipped,4,0.23,5.39,PayPal,256.05
873,2000,81,2023-08-28,Cancelled,2,0.29,1.76,Bank Transfer,972.42
874,4633,45,2024-07-22,Pending,3,0.08,18.94,Bank Transfer,663.87
875,2509,24,2023-08-02,Cancelled,2,0.25,1.94,Credit Card,436.46
876,2886,45,2023-11-13,Shipped,1,0.27,0.77,PayPal,750.41
877,1598,82,2025-04-22,Cancelled,1,0.04,7.62,Credit Card,243.47
878,314,60,2024-07-26,Delivered,4,0.13,7.89,Bank Transfer,338.64
879,3195,75,2023-07-02,Shipped,3,0.17,3.56,PayPal,157.31
880,1392,57,2024-07-09,Shipped,2,0.15,11.52,Credit Card,545.3
881,2320,8,2024-03-16,Delivered,3,0.14,13.02,PayPal,308.16
882,3739,32,2024-06-29,Shipped,4,0.14,1.08,PayPal,702.51
883,1335,45,2024-07-19,Cancelled,4,0.15,0.37,Credit Card,47.94
884,3421,9,2024-10-22,Cancelled,2,0.04,13.58,Bank Transfer,560.05
885,2156,24,2024-04-26,Delivered,4,0.17,9.81,Bank Transfer,236.65
886,694,11,2023-12-18,Pending,5,0.06,17.84,PayPal,477.72
887,4917,54,2025-04-21,Delivered,2,0.09,13.2,PayPal,92.71
888,4701,93,2024-04-06,Shipped,5,0.04,11.74,PayPal,943.25
889,2401,3,2024-06-06,Delivered,4,0.15,12.01,Bank Transfer,736.67
890,1041,42,2023-06-13,Shipped,1,0.05,11.52,PayPal,792.63
891,1057,31,2024-06-24,Pending,1,0.2,2.38,Credit Card,279.27
892,1390,84,2024-04-07,Cancelled,5,0.17,16.44,Credit Card,446.56
893,3159,99,2023-06-04,Delivered,4,0.21,1.41,Credit Card,145.03
894,361,42,2025-04-14,Pending,2,0.25,13.59,Credit Card,716.76
895,3452,90,2024-01-08,Pending,1,0.29,5.67,PayPal,242.68
896,2535,32,2023-05-03,Cancelled,2,0.19,2.69,Bank Transfer,738.7
897,4764,3,2025-05-01,Cancelled,5,0.21,14.8,PayPal,354.39
898,779,60,2024-02-18,Pending,2,0.11,8.88,Credit Card,52.31
899,3301,65,2023-10-08,Shipped,1,0.1,7.61,Bank Transfer,418.83
900,2582,35,2024-09-17,Cancelled,5,0.03,10.4,PayPal,774.49
901,4444,62,2024-11-10,Delivered,2,0.1,16.21,Credit Card,264.36
902,4322,72,2024-01-19,Pending,1,0.18,5.0,Credit Card,159.13
903,214,38,2023-08-06,Cancelled,4,0.21,3.65,PayPal,64.48
904,2366,41,2023-08-12,Pending,4,0.18,3.9,Bank Transfer,562.6
905,1497,5,2023-07-26,Pending,1,0.16,8.0,PayPal,739.42
906,283,84,2024-06-28,Pending,4,0.06,18.83,Bank Transfer,301.85
907,4173,78,2023-11-18,Delivered,4,0.06,17.76,Credit Card,945.48
908,122,6,2024-07-12,Shipped,1,0.07,10.54,Bank Transfer,578.76
909,4588,71,2024-06-22,Shipped,5,0.23,18.55,PayPal,790.04
910,2855,25,2024-10-05,Cancelled,2,0.26,1.83,Credit Card,828.01
911,2394,35,2023-08-27,Pending,2,0.25,12.45,Bank Transfer,282.29
912,4668,89,2025-03-28,Pending,2,0.21,5.31,Credit Card,722.62
913,4053,35,2025-02-03,Pending,3,0.23,7.37,Credit Card,784.73
914,3941,41,2023-05-12,Pending,1,0.17,4.29,PayPal,873.98
915,181,44,2024-04-13,Shipped,4,0.21,5.54,Credit Card,857.79
916,645,80,2025-01-18,Pending,3,0.04,1.3,PayPal,833.94
917,4102,9,2025-03-05,Pending,3,0.02,16.8,PayPal,79.76
918,2389,26,2023-06-21,Cancelled,1,0.17,4.15,Credit Card,439.03
919,4468,86,2024-11-02,Cancelled,5,0.05,16.18,PayPal,664.16
920,4764,1,2024-11-16,Delivered,2,0.01,4.78,Credit Card,351.49
921,419,43,2023-08-30,Pending,1,0.15,8.03,PayPal,738.54
922,2299,26,2023-07-17,Shipped,3,0.14,8.17,Credit Card,986.97
923,4010,93,2024-02-05,Pending,5,0.08,15.97,Credit Card,492.26
924,3612,74,2024-05-17,Shipped,5,0.09,14.3,Bank Transfer,145.52
925,1400,7,2023-09-09,Pending,5,0.22,1.5,PayPal,339.25
926,2025,46,2023-10-04,Cancelled,1,0.16,2.41,PayPal,326.43
927,107,1,2023-07-13,Delivered,1,0.0,10.64,Credit Card,448.21
928,4081,56,2024-04-01,Cancelled,5,0.12,1.67,Credit Card,431.69
929,386,42,2024-06-18,Delivered,1,0.3,8.19,Bank Transfer,880.84
930,2815,83,2024-08-26,Pending,3,0.07,15.21,Bank Transfer,510.14
931,3645,63,2023-09-24,Pending,1,0.15,15.75,Credit Card,572.2
932,1271,27,2023-10-17,Pending,1,0.15,16.54,Bank Transfer,252.19
933,968,83,2023-07-18,Shipped,4,0.21,7.26,Credit Card,543.14
934,838,11,2023-11-15,Cancelled,3,0.28,0.23,Bank Transfer,40.61
935,1463,24,2023-05-30,Shipped,2,0.03,6.93,Bank Transfer,716.29
936,3405,10,2024-08-13,Shipped,3,0.02,8.47,Credit Card,555.24
937,1133,84,2023-12-03,Delivered,4,0.06,19.62,Credit Card,674.72
938,431,72,2024-07-11,Shipped,1,0.21,19.94,PayPal,21.75
939,3359,92,2023-10-17,Delivered,2,0.28,16.56,Bank Transfer,318.38
940,3360,35,2024-04-06,Delivered,4,0.26,19.88,Bank Transfer,210.32
941,2029,85,2023-10-13,Pending,3,0.22,12.81,Credit Card,823.31
942,1363,18,2024-06-19,Cancelled,2,0.16,1.15,Bank Transfer,388.58
943,2978,70,2023-09-08,Cancelled,3,0.22,17.66,PayPal,608.24
944,1501,27,2023-12-10,Pending,4,0.23,17.05,PayPal,601.43
945,679,54,2025-03-10,Shipped,4,0.14,1.96,PayPal,278.12
946,508,21,2023-05-21,Shipped,3,0.04,19.11,Credit Card,604.3
947,1068,11,2024-07-21,Cancelled,4,0.0,8.26,Credit Card,20.58
948,4909,64,2023-07-01,Delivered,2,0.17,7.25,Bank Transfer,661.19
949,1184,35,2024-08-21,Shipped,3,0.02,2.1,Credit Card,243.77
950,4911,61,2024-12-30,Delivered,5,0.01,10.46,Credit Card,22.03
951,2398,17,2024-04-25,Delivered,5,0.19,13.57,PayPal,262.04
952,1885,56,2024-11-04,Cancelled,3,0.18,12.81,Bank Transfer,934.26
953,4479,53,2025-01-24,Delivered,5,0.21,0.48,Bank Transfer,909.41
954,1529,5,2024-10-31,Cancelled,4,0.05,1.32,PayPal,373.13
955,2064,12,2024-12-26,Delivered,2,0.03,9.92,Bank Transfer,860.55
956,1542,60,2025-04-16,Pending,4,0.28,1.08,PayPal,660.62
957,45,5,2024-03-15,Pending,4,0.1,5.7,PayPal,469.1
958,18,31,2024-02-24,Shipped,5,0.15,9.39,PayPal,309.02
959,3505,19,2023-08-30,Shipped,2,0.09,16.23,PayPal,297.09
960,877,66,2024-01-21,Delivered,1,0.09,0.45,PayPal,789.56
961,4662,62,2023-05-13,Delivered,1,0.25,12.02,Bank Transfer,608.82
962,4390,57,2024-08-13,Cancelled,4,0.29,16.45,PayPal,418.85
963,2784,31,2024-12-30,Cancelled,1,0.27,19.51,Credit Card,870.32
964,1672,52,2023-07-01,Delivered,2,0.07,5.07,Bank Transfer,937.57
965,1684,89,2024-09-25,Pending,4,0.1,0.63,Credit Card,301.78
966,491,67,2023-08-06,Cancelled,2,0.12,19.5,Credit Card,79.75
967,4493,74,2025-01-11,Cancelled,3,0.18,1.77,Bank Transfer,812.89
968,180,25,2023-09-28,Pending,4,0.13,14.03,Credit Card,999.76
969,2309,65,2023-10-02,Shipped,1,0.27,5.16,Bank Transfer,212.64
970,1014,51,2024-08-06,Cancelled,2,0.08,17.52,PayPal,374.8
971,2662,29,2024-09-29,Shipped,3,0.19,15.43,PayPal,797.26
972,4699,40,2025-05-01,Cancelled,3,0.05,18.83,Bank Transfer,561.37
973,2915,65,2024-12-20,Delivered,3,0.26,5.55,Bank Transfer,344.0
974,764,91,2024-08-17,Cancelled,3,0.18,5.62,Credit Card,274.65
975,1639,97,2024-10-24,Pending,4,0.2,5.51,Bank Transfer,494.22
976,2668,43,2023-09-04,Shipped,4,0.22,4.93,Bank Transfer,819.31
977,4726,21,2024-10-02,Shipped,5,0.29,5.59,Credit Card,893.64
978,4157,2,2023-11-27,Cancelled,2,0.03,18.97,PayPal,918.56
979,2008,49,2024-08-22,Cancelled,1,0.08,14.18,Bank Transfer,334.26
980,2073,86,2024-08-20,Pending,1,0.21,15.15,Bank Transfer,542.77
981,2255,22,2024-09-14,Pending,5,0.1,19.22,Bank Transfer,738.35
982,2563,30,2024-08-16,Pending,5,0.09,4.35,PayPal,286.37
983,3811,82,2024-12-25,Delivered,5,0.1,19.94,Bank Transfer,464.17
984,90,35,2025-05-01,Delivered,4,0.13,0.2,Bank Transfer,454.14
985,4613,69,2023-05-08,Delivered,4,0.15,19.82,PayPal,583.94
986,4467,97,2023-08-12,Pending,1,0.04,1.5,Bank Transfer,76.12
987,2396,88,2024-04-10,Shipped,1,0.22,6.88,PayPal,766.65
988,3019,100,2023-09-19,Cancelled,2,0.11,3.81,PayPal,598.48
989,2873,95,2023-10-23,Shipped,3,0.23,1.17,PayPal,532.56
990,4599,11,2025-01-22,Delivered,2,0.14,12.05,PayPal,374.81
991,1994,38,2024-12-29,Delivered,3,0.07,12.74,Credit Card,261.35
992,396,74,2024-11-28,Cancelled,1,0.1,4.9,Bank Transfer,500.46
993,3400,72,2023-07-09,Cancelled,3,0.05,18.48,Credit Card,463.4
994,4623,11,2024-04-03,Pending,3,0.14,9.33,Bank Transfer,855.31
995,436,35,2024-12-08,Cancelled,3,0.25,5.7,Bank Transfer,239.79
996,1028,4,2024-07-09,Delivered,4,0.15,13.2,PayPal,801.58
997,2401,62,2024-02-15,Pending,2,0.29,11.67,Bank Transfer,42.22
998,3933,59,2023-11-29,Pending,5,0.24,13.51,Bank Transfer,196.29
999,92,96,2024-03-25,Delivered,3,0.2,13.1,Bank Transfer,75.28
1000,2518,33,2024-12-07,Cancelled,2,0.04,11.5,Bank Transfer,793.0
1001,4442,73,2023-11-15,Pending,1,0.14,1.83,PayPal,105.16
1002,627,78,2023-06-17,Cancelled,5,0.17,4.76,Credit Card,608.63
1003,954,50,2025-03-23,Cancelled,3,0.2,1.86,Credit Card,350.03
1004,1933,55,2024-07-23,Shipped,2,0.15,16.03,Credit Card,479.68
1005,4048,23,2024-11-14,Pending,3,0.22,0.09,Credit Card,360.58
1006,415,8,2025-01-18,Shipped,2,0.04,17.9,PayPal,619.72
1007,389,96,2024-01-02,Cancelled,2,0.19,10.9,Credit Card,862.96
1008,3083,30,2024-08-22,Pending,3,0.05,10.33,PayPal,195.67
1009,1557,75,2025-04-28,Delivered,2,0.29,1.7,PayPal,939.87
1010,2574,87,2023-09-02,Shipped,1,0.11,19.11,PayPal,611.53
1011,3429,55,2023-09-25,Delivered,1,0.28,17.81,Bank Transfer,459.07
1012,3998,27,2024-04-12,Cancelled,2,0.18,1.79,PayPal,144.31
1013,3082,38,2025-04-22,Cancelled,4,0.06,15.91,Credit Card,361.05
1014,1019,7,2024-08-26,Delivered,1,0.1,10.09,Credit Card,412.07
1015,3674,96,2023-05-13,Shipped,5,0.05,2.04,PayPal,309.86
1016,1155,6,2024-01-07,Shipped,4,0.12,18.31,Credit Card,757.76
1017,4586,90,2024-12-21,Cancelled,5,0.09,8.3,PayPal,872.96
1018,4551,44,2024-06-02,Shipped,5,0.14,4.24,Credit Card,70.6
1019,4362,47,2024-06-07,Pending,1,0.04,6.04,PayPal,137.71
1020,861,17,2023-10-22,Delivered,2,0.17,11.96,Bank Transfer,743.26
1021,246,78,2025-01-23,Pending,5,0.04,2.62,Credit Card,813.52
1022,4438,34,2023-12-09,Shipped,1,0.02,0.39,Credit Card,538.4
1023,2230,22,2023-10-18,Shipped,5,0.16,9.87,Credit Card,686.97
1024,210,26,2025-04-22,Shipped,1,0.02,4.93,Bank Transfer,779.4
1025,4030,35,2025-03-20,Cancelled,5,0.05,6.44,Bank Transfer,110.17
1026,785,34,2023-08-09,Shipped,2,0.07,11.56,Credit Card,396.84
1027,2937,59,2024-04-29,Shipped,5,0.21,11.88,Credit Card,498.81
1028,805,95,2024-03-29,Pending,4,0.3,18.84,Bank Transfer,786.93
1029,1038,43,2023-09-23,Cancelled,5,0.01,2.98,Credit Card,44.39
1030,472,88,2025-04-28,Delivered,2,0.2,2.04,Credit Card,159.59
1031,1690,53,2024-09-12,Delivered,4,0.21,12.08,Credit Card,733.75
1032,300,93,2024-08-23,Shipped,2,0.06,2.22,PayPal,809.83
1033,1456,53,2023-09-04,Cancelled,4,0.16,5.82,Bank Transfer,288.25
1034,576,36,2024-05-24,Shipped,2,0.27,16.8,PayPal,642.51
1035,4596,23,2024-09-28,Shipped,4,0.11,10.41,Bank Transfer,711.86
1036,3848,70,2024-11-15,Pending,5,0.08,11.95,PayPal,404.25
1037,4746,48,2023-09-24,Pending,4,0.18,0.84,PayPal,815.25
1038,3303,8,2024-07-17,Delivered,5,0.29,10.23,PayPal,389.15
1039,3743,97,2025-01-17,Delivered,1,0.06,13.49,PayPal,563.18
1040,1514,77,2023-07-13,Pending,1,0.21,18.55,PayPal,557.33
1041,2660,10,2024-12-13,Cancelled,2,0.2,17.83,PayPal,587.04
1042,4154,15,2023-12-30,Shipped,5,0.25,6.06,Credit Card,432.56
1043,4681,46,2024-02-27,Pending,5,0.15,8.8,Credit Card,106.73
1044,1674,92,2024-03-12,Shipped,4,0.17,5.02,Credit Card,897.58
1045,4672,99,2025-01-23,Shipped,3,0.19,9.19,PayPal,45.89
1046,4659,26,2024-02-27,Cancelled,2,0.09,15.11,Bank Transfer,200.91
1047,1723,85,2024-01-15,Shipped,5,0.23,11.73,PayPal,477.95
1048,3604,64,2024-10-08,Pending,5,0.17,15.95,Credit Card,164.3
1049,3626,69,2023-09-05,Shipped,3,0.27,12.57,PayPal,932.38
1050,4315,59,2024-01-25,Delivered,4,0.14,0.35,PayPal,517.37
1051,1671,9,2023-12-18,Pending,3,0.23,17.55,Bank Transfer,719.52
1052,122,9,2024-07-17,Delivered,4,0.05,8.33,Bank Transfer,453.91
1053,43,96,2025-01-08,Pending,3,0.21,10.84,PayPal,411.65
1054,4601,78,2023-12-09,Cancelled,3,0.02,15.07,Bank Transfer,113.1
1055,221,75,2024-05-11,Delivered,1,0.02,6.53,Credit Card,355.1
1056,1959,26,2024-02-26,Shipped,4,0.06,1.5,Bank Transfer,35.81
1057,3118,89,2025-02-07,Delivered,5,0.12,19.24,Credit Card,42.99
1058,163,44,2023-10-28,Shipped,2,0.06,8.56,PayPal,860.46
1059,1030,83,2024-03-06,Delivered,2,0.04,17.7,Bank Transfer,350.92
1060,272,11,2024-05-03,Cancelled,1,0.2,18.22,Bank Transfer,544.1
1061,1517,71,2024-06-20,Delivered,5,0.2,3.88,Bank Transfer,595.8
1062,2380,18,2024-01-22,Delivered,5,0.18,1.59,Bank Transfer,900.76
1063,2978,36,2024-01-07,Pending,4,0.3,18.43,Bank Transfer,62.56
1064,1915,84,2024-09-24,Shipped,2,0.06,11.83,Bank Transfer,248.87
1065,470,11,2024-07-06,Pending,2,0.16,4.96,PayPal,536.03
1066,3956,59,2025-02-20,Cancelled,1,0.06,1.62,Bank Transfer,840.27
1067,2755,48,2023-09-22,Pending,4,0.22,12.53,PayPal,218.31
1068,3786,2,2024-11-19,Cancelled,2,0.23,13.37,PayPal,481.7
1069,4650,88,2023-12-10,Cancelled,1,0.07,15.11,Credit Card,671.6
1070,1947,5,2025-02-24,Shipped,3,0.15,19.26,Credit Card,198.21
1071,4188,95,2024-01-16,Shipped,5,0.21,19.07,Credit Card,304.07
1072,2709,28,2024-10-15,Pending,1,0.25,0.64,Credit Card,939.05
1073,2578,63,2023-09-03,Cancelled,3,0.23,8.42,PayPal,982.59
1074,2223,97,2023-11-10,Pending,3,0.1,9.46,Credit Card,948.73
1075,2952,20,2025-01-24,Cancelled,2,0.24,2.76,PayPal,491.61
1076,1180,65,2024-01-01,Shipped,1,0.13,10.94,PayPal,200.72
1077,4812,28,2025-03-23,Delivered,1,0.17,3.45,Credit Card,645.49
1078,811,82,2024-05-10,Pending,2,0.08,14.09,Credit Card,962.84
1079,135,14,2024-12-11,Pending,2,0.29,2.54,Credit Card,193.96
1080,3600,58,2023-08-14,Cancelled,3,0.05,6.94,Credit Card,575.85
1081,399,93,2023-12-23,Delivered,4,0.28,7.25,Bank Transfer,844.14
1082,2695,59,2024-06-17,Cancelled,3,0.05,7.39,Credit Card,444.81
1083,986,24,2023-07-26,Shipped,3,0.21,19.25,Credit Card,357.45
1084,1692,11,2023-09-16,Delivered,2,0.19,13.69,Bank Transfer,413.13
1085,1054,90,2023-11-20,Shipped,1,0.13,11.35,PayPal,916.52
1086,1503,29,2024-03-26,Delivered,2,0.27,6.09,PayPal,460.68
1087,4944,57,2023-09-19,Pending,4,0.09,19.14,Credit Card,665.47
1088,4720,78,2023-08-23,Delivered,5,0.2,17.95,PayPal,513.14
1089,782,38,2024-11-23,Pending,5,0.13,3.69,Credit Card,706.71
1090,4508,74,2025-04-22,Delivered,4,0.25,14.84,PayPal,945.84
1091,960,44,2025-04-12,Cancelled,2,0.12,2.11,PayPal,145.98
1092,2920,89,2024-08-12,Shipped,2,0.16,11.92,PayPal,145.22
1093,2329,95,2023-05-23,Shipped,1,0.15,9.24,Bank Transfer,409.58
1094,1130,79,2025-01-02,Cancelled,4,0.03,10.25,Credit Card,647.49
1095,4638,99,2024-09-03,Cancelled,5,0.24,5.9,PayPal,281.67
1096,2267,79,2024-09-18,Cancelled,5,0.07,18.45,Credit Card,829.74
1097,2078,60,2023-06-28,Cancelled,3,0.29,10.74,Credit Card,172.92
1098,271,10,2024-08-03,Shipped,1,0.1,8.91,PayPal,717.92
1099,2829,81,2023-06-01,Pending,2,0.23,9.44,Credit Card,625.03
1100,3115,73,2024-01-23,Delivered,2,0.03,19.73,Credit Card,202.69
1101,3805,54,2025-04-13,Cancelled,3,0.26,19.13,PayPal,409.08
1102,2574,96,2024-10-15,Pending,2,0.21,9.96,Bank Transfer,33.44
1103,1262,90,2024-08-29,Pending,5,0.1,2.79,Bank Transfer,677.46
1104,1430,15,2024-09-16,Shipped,3,0.14,6.99,PayPal,797.45
1105,4099,25,2024-03-20,Delivered,5,0.09,1.23,PayPal,70.17
1106,4117,13,2023-05-18,Shipped,5,0.16,5.83,Credit Card,601.73
1107,1162,14,2024-05-09,Delivered,5,0.24,0.14,Credit Card,704.27
1108,3468,79,2024-06-29,Delivered,3,0.06,11.29,Credit Card,873.0
1109,1613,68,2024-05-29,Pending,2,0.03,2.23,PayPal,196.24
